Index,Pairname,NCC_Before,NCC_After,NCC_Delta,SSIM_Before,SSIM_After,SSIM_Delta,NCC_HeartROI_Before,NCC_HeartROI_After,NCC_HeartROI_Delta,SSIM_HeartROI_Before,SSIM_HeartROI_After,SSIM_HeartROI_Delta,NCC_LiverROI_Before,NCC_LiverROI_After,NCC_LiverROI_Delta,SSIM_LiverROI_Before,SSIM_LiverROI_After,SSIM_LiverROI_Delta,Dice_Heart_Before,Dice_Heart_After,Dice_Heart_Delta,Dice_Heart_Cov,Dice_Heart_Rec,Dice_Heart_IoU,Dice_Liver_Before,Dice_Liver_After,Dice_Liver_Delta,Dice_Liver_Cov,Dice_Liver_Rec,Dice_Liver_IoU,Min_Jac,N_Foldings,Jac_Neg_Ratio,Method,Phase
131,block5_slice16_phase06,0.546,0.7931,0.2471,0.8347,0.9541,0.1194,0.377,0.8163,0.4392,0.8682,0.9558,0.0875,0.6687,0.9507,0.282,0.5169,0.866,0.3491,0.4877,0.6296,0.1419,0.538,0.484,0.459,0.7226,0.769,0.0464,0.92,0.738,0.625,-1.2686,1656,0.63,Baseline,6
132,block5_slice16_phase07,0.5905,0.8173,0.2268,0.857,0.9706,0.1136,0.2907,0.7755,0.4848,0.8559,0.9451,0.0893,0.7844,0.9751,0.1907,0.5878,0.9196,0.3318,0.4463,0.6359,0.1895,0.613,0.513,0.466,0.7924,0.9028,0.1104,0.905,0.86,0.823,-0.9621,981,0.37,Baseline,7
133,block5_slice16_phase08,0.7212,0.8497,0.1285,0.9193,0.9904,0.0712,0.7097,0.9818,0.2721,0.9098,0.9936,0.0837,0.9202,0.9931,0.0729,0.7681,0.9716,0.2035,0.7462,0.8785,0.1322,0.914,0.841,0.783,0.8855,0.9537,0.0681,1.033,0.969,0.911,0.0495,0,0.0,Baseline,8
134,block5_slice16_phase09,0.8047,0.8558,0.0511,0.9759,0.9957,0.0198,0.6583,0.9712,0.3129,0.8974,0.992,0.0946,0.9874,0.9986,0.0111,0.9451,0.9906,0.0455,0.695,0.9117,0.2166,0.871,0.853,0.838,0.9581,0.9789,0.0208,1.035,0.996,0.959,-0.1538,32,0.01,Baseline,9
135,block5_slice17_phase01,0.7448,0.8469,0.1021,0.9442,0.9911,0.0469,0.2749,0.8788,0.6039,0.8733,0.9698,0.0964,0.9471,0.9939,0.0467,0.8414,0.9787,0.1374,0.4824,0.7903,0.308,0.708,0.675,0.653,0.8991,0.9421,0.043,0.934,0.911,0.89,-0.4779,397,0.15,Baseline,1
136,block5_slice17_phase02,0.6196,0.831,0.2115,0.8767,0.9742,0.0975,0.4603,0.9034,0.4431,0.8907,0.9719,0.0812,0.7874,0.9665,0.1791,0.6301,0.92,0.2899,0.5023,0.681,0.1787,0.621,0.552,0.516,0.7549,0.786,0.0311,0.914,0.752,0.647,-0.6154,1194,0.46,Baseline,2
137,block5_slice17_phase03,0.5448,0.7808,0.236,0.8435,0.9463,0.1029,0.4982,0.7947,0.2965,0.8953,0.9486,0.0533,0.632,0.9266,0.2947,0.5242,0.8352,0.311,0.548,0.5881,0.0401,0.526,0.449,0.417,0.8197,0.8504,0.0308,1.234,0.95,0.74,-1.5676,2660,1.01,Baseline,3
138,block5_slice17_phase04,0.5156,0.7302,0.2146,0.8346,0.9215,0.0869,0.0943,0.4034,0.309,0.8918,0.9081,0.0163,0.5847,0.8973,0.3126,0.499,0.7654,0.2664,0.0143,0.1756,0.1613,0.75,0.154,0.096,0.7435,0.7992,0.0557,1.015,0.805,0.666,-1.9858,3450,1.32,Baseline,4
139,block5_slice17_phase05,0.5295,0.7568,0.2273,0.8391,0.9334,0.0943,0.4921,0.7287,0.2367,0.8959,0.9387,0.0427,0.6054,0.9108,0.3054,0.5123,0.7958,0.2835,0.5236,0.5899,0.0663,0.481,0.437,0.418,0.7455,0.7904,0.0448,1.001,0.791,0.653,-1.8735,2918,1.11,Baseline,5
140,block5_slice17_phase06,0.5647,0.801,0.2363,0.8515,0.9571,0.1055,0.4802,0.8229,0.3428,0.8893,0.9549,0.0656,0.6725,0.9411,0.2686,0.5494,0.8679,0.3185,0.5203,0.6027,0.0824,0.557,0.469,0.431,0.8263,0.8559,0.0295,1.23,0.954,0.748,-1.4302,2410,0.92,Baseline,6
141,block5_slice17_phase07,0.611,0.8234,0.2124,0.8765,0.9716,0.0951,0.3363,0.7938,0.4575,0.8895,0.9486,0.0591,0.7891,0.9662,0.1771,0.6304,0.9164,0.286,0.4639,0.6053,0.1414,0.651,0.5,0.434,0.755,0.7857,0.0308,0.914,0.752,0.647,-1.1214,1423,0.54,Baseline,7
142,block5_slice17_phase08,0.7359,0.8511,0.1151,0.93,0.9897,0.0597,0.7147,0.9717,0.257,0.9325,0.9905,0.0581,0.9186,0.99,0.0713,0.787,0.9694,0.1824,0.736,0.85,0.114,0.861,0.791,0.739,0.6485,0.6689,0.0205,0.525,0.51,0.503,0.0879,0,0.0,Baseline,8
143,block5_slice17_phase09,0.8114,0.858,0.0467,0.9794,0.9951,0.0157,0.6736,0.9669,0.2933,0.9294,0.9892,0.0598,0.9858,0.9977,0.0119,0.9468,0.9884,0.0415,0.6834,0.8879,0.2044,0.843,0.818,0.798,0.9364,0.9419,0.0055,0.934,0.911,0.89,0.0607,0,0.0,Baseline,9
144,block5_slice18_phase01,0.7533,0.8443,0.091,0.9562,0.9913,0.0351,0.4026,0.8896,0.4871,0.9165,0.9729,0.0564,0.9542,0.9932,0.0389,0.8718,0.9798,0.1079,0.6508,0.6727,0.0219,1.331,0.784,0.507,0.9351,0.9674,0.0323,0.996,0.966,0.937,-0.4289,274,0.1,Baseline,1
145,block5_slice18_phase02,0.6297,0.8298,0.2001,0.8954,0.9774,0.0819,0.4781,0.9071,0.429,0.9122,0.9731,0.0608,0.8044,0.9691,0.1647,0.6812,0.9312,0.25,0.6076,0.5174,-0.0902,1.08,0.538,0.349,0.8382,0.8651,0.0268,1.305,0.997,0.762,-0.7495,1215,0.46,Baseline,2
146,block5_slice18_phase03,0.5549,0.7785,0.2236,0.8607,0.9501,0.0894,0.5644,0.7412,0.1767,0.9155,0.95,0.0345,0.6499,0.9357,0.2858,0.5656,0.8445,0.2789,0.6123,0.4755,-0.1368,0.893,0.45,0.312,0.8467,0.9402,0.0935,1.098,0.986,0.887,-1.1656,3379,1.29,Baseline,3
147,block5_slice18_phase04,0.5204,0.7067,0.1862,0.8506,0.9209,0.0703,-0.1505,0.0876,0.2381,0.9022,0.9086,0.0065,0.6037,0.8979,0.2943,0.5332,0.7549,0.2217,0.1473,0.0016,-0.1457,1.631,0.002,0.001,0.8314,0.9333,0.1019,1.073,0.967,0.875,-1.6586,4654,1.78,Baseline,4
148,block5_slice18_phase05,0.5395,0.7477,0.2082,0.8548,0.9339,0.0792,0.5485,0.5959,0.0474,0.9153,0.9348,0.0195,0.6217,0.9127,0.291,0.5451,0.7928,0.2477,0.5115,0.3288,-0.1827,1.735,0.45,0.197,0.8413,0.9383,0.097,1.083,0.977,0.884,-1.2305,4105,1.57,Baseline,5
149,block5_slice18_phase06,0.5757,0.7996,0.224,0.8691,0.9613,0.0922,0.5392,0.8325,0.2933,0.9134,0.9599,0.0465,0.691,0.9499,0.2589,0.5932,0.8814,0.2882,0.5887,0.444,-0.1447,0.962,0.436,0.285,0.8589,0.9446,0.0857,1.093,0.988,0.895,-1.2128,3026,1.15,Baseline,6
150,block5_slice18_phase07,0.6229,0.8233,0.2004,0.8956,0.9753,0.0797,0.3088,0.7884,0.4795,0.911,0.9526,0.0416,0.8069,0.9686,0.1617,0.6816,0.9284,0.2468,0.5287,0.4671,-0.0616,1.17,0.507,0.305,0.8381,0.8648,0.0267,1.305,0.997,0.762,-1.2644,1375,0.52,Baseline,7
151,block5_slice18_phase08,0.7378,0.8476,0.1098,0.9418,0.9897,0.0478,0.6388,0.9593,0.3205,0.9443,0.9881,0.0438,0.9255,0.9887,0.0632,0.8207,0.9705,0.1498,0.6886,0.6264,-0.0622,1.322,0.727,0.456,0.9197,0.9609,0.0411,0.998,0.96,0.925,-0.1299,99,0.04,Baseline,8
152,block5_slice18_phase09,0.8093,0.8545,0.0452,0.9836,0.9951,0.0114,0.6932,0.9606,0.2674,0.9495,0.9882,0.0387,0.9869,0.9975,0.0106,0.9562,0.9895,0.0334,0.7344,0.7601,0.0257,1.357,0.896,0.613,0.6062,0.5802,-0.026,0.495,0.434,0.409,-0.037,47,0.02,Baseline,9
0,block5_slice02_phase01,0.8542,0.9479,0.0937,0.9571,0.9903,0.0332,0.8481,0.9865,0.1384,0.9738,0.9924,0.0186,0.9762,0.9982,0.022,0.9267,0.9876,0.0609,0.8871,0.9371,0.0501,0.956,0.917,0.882,0.9554,0.9862,0.0308,0.98,0.976,0.973,-0.0033,1,0.0,MotionFiLM,1
1,block5_slice02_phase02,0.6051,0.9117,0.3066,0.8615,0.9739,0.1124,0.7377,0.9685,0.2308,0.9621,0.9938,0.0317,0.8761,0.9905,0.1144,0.7844,0.9631,0.1788,0.6107,0.6864,0.0757,0.563,0.537,0.523,0.8871,0.9607,0.0735,0.957,0.94,0.924,-0.7399,649,0.25,MotionFiLM,2
2,block5_slice02_phase03,0.3903,0.8355,0.4453,0.7983,0.9402,0.1419,0.5539,0.9172,0.3633,0.9459,0.9901,0.0442,0.7549,0.9611,0.2062,0.6866,0.9039,0.2172,0.5296,0.6298,0.1002,0.513,0.476,0.46,0.8273,0.9459,0.1186,1.027,0.959,0.897,-2.1986,2977,1.14,MotionFiLM,3
3,block5_slice02_phase04,0.305,0.773,0.468,0.7776,0.914,0.1363,0.3212,0.9452,0.624,0.9091,0.9839,0.0748,0.7125,0.939,0.2264,0.6585,0.8611,0.2026,0.5505,0.6308,0.0803,0.512,0.477,0.461,0.8062,0.9374,0.1311,1.057,0.964,0.882,-2.5396,3833,1.46,MotionFiLM,4
4,block5_slice02_phase05,0.3497,0.8069,0.4572,0.7875,0.9267,0.1392,0.4883,0.9161,0.4277,0.9377,0.9889,0.0513,0.7304,0.9495,0.219,0.6709,0.8802,0.2093,0.5244,0.6147,0.0903,0.499,0.461,0.444,0.8151,0.9405,0.1253,1.037,0.958,0.888,-2.3959,3559,1.36,MotionFiLM,5
5,block5_slice02_phase06,0.4382,0.8669,0.4287,0.8098,0.953,0.1432,0.5838,0.9399,0.3562,0.9432,0.9904,0.0472,0.785,0.9712,0.1863,0.7058,0.9271,0.2213,0.556,0.6457,0.0897,0.519,0.49,0.477,0.8436,0.9476,0.1041,1.003,0.949,0.9,-1.9089,2320,0.89,MotionFiLM,6
6,block5_slice02_phase07,0.5927,0.9108,0.3181,0.8576,0.9725,0.1149,0.6514,0.9671,0.3157,0.9437,0.9892,0.0455,0.8746,0.9905,0.1159,0.7818,0.9621,0.1803,0.6467,0.6952,0.0485,0.58,0.549,0.533,0.8873,0.9615,0.0742,0.959,0.942,0.926,-0.7349,658,0.25,MotionFiLM,7
7,block5_slice02_phase08,0.8112,0.9444,0.1332,0.9381,0.9896,0.0515,0.9036,0.9884,0.0848,0.9872,0.9971,0.0098,0.9604,0.9972,0.0368,0.8941,0.9849,0.0908,0.6851,0.7322,0.0471,0.63,0.597,0.578,0.9413,0.9805,0.0393,0.971,0.966,0.962,-0.089,7,0.0,MotionFiLM,8
8,block5_slice02_phase09,0.9246,0.9573,0.0327,0.987,0.9954,0.0084,0.9551,0.9948,0.0397,0.9911,0.9966,0.0055,0.9944,0.9994,0.005,0.9777,0.9948,0.0171,0.9387,0.9547,0.016,0.984,0.947,0.913,0.9782,0.9928,0.0146,0.989,0.988,0.986,0.083,0,0.0,MotionFiLM,9
9,block5_slice03_phase01,0.8204,0.9302,0.1097,0.9537,0.9899,0.0362,0.8064,0.9844,0.178,0.9652,0.9924,0.0272,0.9745,0.9983,0.0238,0.9238,0.9883,0.0645,0.892,0.9548,0.0627,0.975,0.943,0.913,0.9547,0.9868,0.032,0.98,0.977,0.974,-0.0493,2,0.0,MotionFiLM,1
10,block5_slice03_phase02,0.5679,0.8976,0.3297,0.8526,0.9704,0.1178,0.6864,0.9701,0.2837,0.9531,0.9937,0.0405,0.8624,0.9891,0.1266,0.7599,0.9544,0.1945,0.5949,0.6721,0.0771,0.536,0.516,0.506,0.886,0.9679,0.0819,1.004,0.97,0.938,-0.8768,867,0.33,MotionFiLM,2
11,block5_slice03_phase03,0.3663,0.822,0.4556,0.7938,0.9329,0.1391,0.4413,0.9283,0.487,0.9356,0.9909,0.0554,0.7317,0.9489,0.2172,0.6613,0.8845,0.2231,0.5254,0.6202,0.0948,0.497,0.464,0.45,0.8248,0.9335,0.1087,1.03,0.947,0.875,-1.5108,2860,1.09,MotionFiLM,3
12,block5_slice03_phase04,0.2908,0.7551,0.4643,0.7774,0.9079,0.1305,0.2165,0.9299,0.7134,0.8972,0.9814,0.0842,0.6921,0.9245,0.2325,0.639,0.8445,0.2054,0.5298,0.6103,0.0804,0.486,0.453,0.439,0.8051,0.9286,0.1236,1.05,0.952,0.867,-1.7133,3335,1.27,MotionFiLM,4
13,block5_slice03_phase05,0.3305,0.792,0.4615,0.7855,0.9204,0.1349,0.3698,0.9273,0.5575,0.9276,0.9901,0.0625,0.7086,0.9366,0.228,0.6491,0.8638,0.2147,0.5233,0.6084,0.0851,0.485,0.452,0.437,0.8138,0.9286,0.1147,1.081,0.966,0.867,-1.4911,3164,1.21,MotionFiLM,5
14,block5_slice03_phase06,0.4068,0.8517,0.4449,0.8031,0.9455,0.1424,0.5019,0.9474,0.4456,0.9336,0.9912,0.0576,0.7623,0.9612,0.1988,0.6777,0.9082,0.2305,0.5498,0.6377,0.0879,0.506,0.48,0.468,0.8411,0.9401,0.099,1.052,0.964,0.887,-1.2363,2336,0.89,MotionFiLM,6
15,block5_slice03_phase07,0.5487,0.8915,0.3428,0.8492,0.9688,0.1196,0.5698,0.9606,0.3908,0.9293,0.9879,0.0587,0.8619,0.989,0.127,0.759,0.9534,0.1944,0.6283,0.6638,0.0356,0.533,0.509,0.497,0.8867,0.9685,0.0819,1.006,0.972,0.939,-0.8654,841,0.32,MotionFiLM,7
16,block5_slice03_phase08,0.7859,0.9267,0.1408,0.9342,0.9887,0.0545,0.896,0.9926,0.0967,0.9848,0.9981,0.0133,0.9563,0.9974,0.041,0.8857,0.9846,0.0989,0.6638,0.7091,0.0453,0.603,0.568,0.549,0.94,0.9852,0.0452,0.983,0.977,0.971,-0.0419,8,0.0,MotionFiLM,8
17,block5_slice03_phase09,0.8998,0.9395,0.0397,0.9857,0.9945,0.0088,0.9418,0.9945,0.0527,0.9883,0.9965,0.0082,0.994,0.9993,0.0054,0.9772,0.9947,0.0175,0.9392,0.9624,0.0232,1.006,0.965,0.928,0.9773,0.9914,0.0141,0.988,0.985,0.983,0.0565,0,0.0,MotionFiLM,9
18,block5_slice04_phase01,0.7836,0.9044,0.1208,0.9484,0.9877,0.0393,0.746,0.9676,0.2216,0.954,0.99,0.036,0.9722,0.9982,0.026,0.9166,0.9868,0.0701,0.4641,0.4524,-0.0116,2.97,0.898,0.292,0.9563,0.9918,0.0356,0.996,0.99,0.984,-0.0761,12,0.0,MotionFiLM,1
19,block5_slice04_phase02,0.5271,0.8775,0.3504,0.8416,0.9685,0.1269,0.6061,0.959,0.3529,0.9448,0.9924,0.0476,0.8446,0.9878,0.1432,0.7268,0.9499,0.2231,0.4276,0.5565,0.1289,1.604,0.725,0.386,0.8869,0.9705,0.0836,1.019,0.98,0.943,-0.8478,903,0.34,MotionFiLM,2
20,block5_slice04_phase03,0.3435,0.8041,0.4606,0.7899,0.9315,0.1416,0.2768,0.9006,0.6238,0.9265,0.988,0.0615,0.7096,0.9417,0.2321,0.6385,0.878,0.2395,0.2694,0.5045,0.2351,1.467,0.622,0.337,0.8255,0.9323,0.1068,1.038,0.95,0.873,-1.0922,2274,0.87,MotionFiLM,3
21,block5_slice04_phase04,0.2839,0.7366,0.4526,0.7773,0.9077,0.1304,0.0832,0.873,0.7898,0.8901,0.9756,0.0855,0.6793,0.9179,0.2387,0.6231,0.8389,0.2158,0.2419,0.5141,0.2722,1.391,0.615,0.346,0.8064,0.9284,0.122,1.056,0.954,0.866,-1.4908,2982,1.14,MotionFiLM,4
22,block5_slice04_phase05,0.3142,0.7709,0.4567,0.7842,0.9193,0.135,0.1993,0.9008,0.7016,0.9183,0.9871,0.0688,0.691,0.9278,0.2368,0.632,0.8566,0.2246,0.244,0.5158,0.2718,1.435,0.628,0.348,0.8144,0.9292,0.1147,1.043,0.949,0.868,-1.4364,2667,1.02,MotionFiLM,5
23,block5_slice04_phase06,0.3786,0.8304,0.4519,0.7971,0.943,0.1459,0.3652,0.9179,0.5527,0.9251,0.9879,0.0628,0.7395,0.9564,0.2169,0.6502,0.9017,0.2515,0.3133,0.5392,0.2258,1.477,0.668,0.369,0.8407,0.938,0.0973,1.027,0.951,0.883,-0.8773,1846,0.7,MotionFiLM,6
24,block5_slice04_phase07,0.5072,0.8658,0.3586,0.8386,0.9662,0.1276,0.4635,0.9316,0.468,0.9148,0.9835,0.0687,0.8459,0.9878,0.1419,0.7277,0.9489,0.2213,0.4176,0.4097,-0.0079,2.738,0.766,0.258,0.8882,0.9715,0.0833,1.022,0.982,0.945,-0.8265,835,0.32,MotionFiLM,7
25,block5_slice04_phase08,0.7537,0.9055,0.1518,0.9269,0.9867,0.0598,0.8654,0.9896,0.1242,0.9805,0.9979,0.0174,0.9503,0.9972,0.0469,0.8692,0.9826,0.1134,0.439,0.4101,-0.029,2.898,0.799,0.258,0.9395,0.9886,0.0491,1.013,0.995,0.977,-0.0698,13,0.0,MotionFiLM,8
26,block5_slice04_phase09,0.8721,0.9173,0.0452,0.9839,0.9926,0.0087,0.9213,0.9892,0.0679,0.9849,0.9961,0.0112,0.9935,0.9992,0.0057,0.9761,0.9936,0.0175,0.4778,0.4555,-0.0223,3.053,0.923,0.295,0.9791,0.9939,0.0147,0.998,0.993,0.988,-0.1776,16,0.01,MotionFiLM,9
27,block5_slice05_phase01,0.7572,0.8861,0.1288,0.9423,0.986,0.0437,0.6733,0.957,0.2837,0.9405,0.9871,0.0467,0.9686,0.9978,0.0292,0.9051,0.9839,0.0788,0.3492,0.5078,0.1587,2.618,0.919,0.34,0.9581,0.992,0.0339,0.997,0.991,0.984,-0.0585,9,0.0,MotionFiLM,1
28,block5_slice05_phase02,0.5077,0.8592,0.3514,0.8346,0.9691,0.1345,0.4876,0.9424,0.4549,0.936,0.9901,0.0541,0.8271,0.9868,0.1597,0.6979,0.9505,0.2527,0.4103,0.7185,0.3082,1.366,0.85,0.561,0.8849,0.9705,0.0855,0.97,0.956,0.943,-0.8038,624,0.24,MotionFiLM,2
29,block5_slice05_phase03,0.339,0.7892,0.4502,0.7882,0.9357,0.1475,0.1014,0.8604,0.7589,0.9176,0.9828,0.0651,0.6969,0.9448,0.2478,0.6218,0.8854,0.2635,0.2787,0.6935,0.4148,1.265,0.785,0.531,0.8259,0.9357,0.1097,1.022,0.946,0.879,-0.8532,2091,0.8,MotionFiLM,3
30,block5_slice05_phase04,0.2859,0.7275,0.4416,0.7763,0.9101,0.1338,-0.0739,0.802,0.8758,0.8846,0.9676,0.083,0.675,0.9248,0.2498,0.6075,0.8422,0.2347,0.113,0.6149,0.502,1.142,0.658,0.444,0.8106,0.9336,0.123,1.06,0.961,0.875,-1.2124,3035,1.16,MotionFiLM,4
31,block5_slice05_phase05,0.3125,0.7568,0.4443,0.7834,0.9221,0.1387,0.0235,0.8487,0.8252,0.9095,0.9797,0.0702,0.6825,0.9311,0.2487,0.6177,0.8601,0.2424,0.2317,0.6823,0.4507,1.256,0.77,0.518,0.8176,0.9356,0.118,1.057,0.962,0.879,-1.0391,2504,0.96,MotionFiLM,5
32,block5_slice05_phase06,0.3763,0.8155,0.4392,0.7949,0.9468,0.1519,0.1871,0.8764,0.6893,0.9167,0.9825,0.0658,0.7252,0.9587,0.2334,0.6305,0.9072,0.2767,0.3012,0.6931,0.392,1.263,0.784,0.53,0.8416,0.9454,0.1037,1.024,0.957,0.896,-0.6819,1540,0.59,MotionFiLM,6
33,block5_slice05_phase07,0.4907,0.8524,0.3617,0.8313,0.9668,0.1354,0.3312,0.9034,0.5722,0.9034,0.9792,0.0758,0.8293,0.9866,0.1573,0.6992,0.9498,0.2505,0.2284,0.4957,0.2673,2.429,0.85,0.33,0.8867,0.9711,0.0844,0.971,0.957,0.944,-0.7715,514,0.2,MotionFiLM,7
34,block5_slice05_phase08,0.7333,0.8909,0.1576,0.9193,0.9858,0.0664,0.827,0.984,0.157,0.9767,0.997,0.0203,0.9425,0.9967,0.0542,0.8475,0.9793,0.1318,0.426,0.543,0.117,2.569,0.969,0.373,0.9369,0.9805,0.0436,0.963,0.962,0.962,-0.1855,11,0.0,MotionFiLM,8
35,block5_slice05_phase09,0.854,0.905,0.0509,0.9823,0.992,0.0096,0.8934,0.9838,0.0904,0.9801,0.9949,0.0148,0.9928,0.999,0.0062,0.9736,0.9923,0.0187,0.4363,0.5253,0.089,2.669,0.964,0.356,0.9794,0.9931,0.0137,0.994,0.99,0.986,-0.2023,21,0.01,MotionFiLM,9
36,block5_slice06_phase01,0.7449,0.8855,0.1406,0.9386,0.9866,0.0481,0.5801,0.9572,0.3771,0.9261,0.9852,0.0591,0.9657,0.9974,0.0317,0.8976,0.9831,0.0854,0.5246,0.6693,0.1447,1.739,0.917,0.503,0.9577,0.9876,0.03,0.978,0.977,0.976,0.0027,0,0.0,MotionFiLM,1
37,block5_slice06_phase02,0.5076,0.8553,0.3477,0.8325,0.9716,0.1391,0.3249,0.9258,0.601,0.9243,0.9868,0.0625,0.8208,0.9888,0.168,0.6831,0.9571,0.274,0.5372,0.811,0.2738,0.889,0.766,0.682,0.8855,0.9716,0.0861,0.962,0.953,0.945,-0.7319,361,0.14,MotionFiLM,2
38,block5_slice06_phase03,0.338,0.7971,0.4591,0.7868,0.9408,0.154,-0.0401,0.8477,0.8878,0.909,0.9789,0.0699,0.6963,0.9544,0.2581,0.611,0.8952,0.2842,0.3152,0.7202,0.405,0.888,0.68,0.563,0.8276,0.9426,0.1151,1.013,0.949,0.891,-1.4286,2926,1.12,MotionFiLM,3
39,block5_slice06_phase04,0.2917,0.7383,0.4465,0.7742,0.9109,0.1366,-0.2054,0.7047,0.9101,0.8774,0.9527,0.0753,0.6733,0.933,0.2597,0.5947,0.8431,0.2485,0.2497,0.6632,0.4135,0.763,0.585,0.496,0.8102,0.9328,0.1226,1.025,0.944,0.874,-1.353,4048,1.54,MotionFiLM,4
40,block5_slice06_phase05,0.3127,0.7702,0.4575,0.781,0.9254,0.1444,-0.1122,0.8089,0.9211,0.9006,0.9726,0.0721,0.6819,0.9417,0.2597,0.6054,0.8664,0.261,0.2735,0.7005,0.4269,0.849,0.647,0.539,0.8166,0.9347,0.1181,1.016,0.942,0.877,-1.4587,3631,1.39,MotionFiLM,5
41,block5_slice06_phase06,0.3779,0.8206,0.4427,0.795,0.9524,0.1575,0.0141,0.8562,0.8422,0.907,0.9786,0.0716,0.7238,0.9658,0.242,0.621,0.9172,0.2961,0.3567,0.7416,0.3849,0.871,0.694,0.589,0.8438,0.9512,0.1074,1.017,0.959,0.907,-1.104,2194,0.84,MotionFiLM,6
42,block5_slice06_phase07,0.4923,0.855,0.3627,0.8295,0.9691,0.1396,0.1605,0.8828,0.7223,0.8931,0.9755,0.0824,0.8231,0.9886,0.1656,0.6849,0.9558,0.2709,0.4492,0.6191,0.1699,1.633,0.815,0.448,0.887,0.9705,0.0835,0.961,0.951,0.943,-0.6961,485,0.19,MotionFiLM,7
43,block5_slice06_phase08,0.7224,0.8898,0.1675,0.9149,0.9866,0.0717,0.7761,0.984,0.2079,0.9716,0.9965,0.0249,0.9364,0.9964,0.06,0.8316,0.9786,0.147,0.6136,0.6609,0.0473,1.717,0.898,0.494,0.9355,0.975,0.0395,0.952,0.951,0.951,-0.336,12,0.0,MotionFiLM,8
44,block5_slice06_phase09,0.8421,0.9008,0.0587,0.9811,0.9926,0.0115,0.8551,0.9822,0.1271,0.9738,0.994,0.0202,0.9922,0.999,0.0068,0.9708,0.9919,0.0211,0.6171,0.6882,0.0711,1.782,0.957,0.525,0.98,0.9924,0.0124,0.99,0.988,0.985,-0.1356,13,0.0,MotionFiLM,9
45,block5_slice07_phase01,0.742,0.8802,0.1382,0.9357,0.9873,0.0516,0.4733,0.9465,0.4732,0.9123,0.984,0.0717,0.9654,0.9976,0.0322,0.892,0.9836,0.0917,0.6394,0.8871,0.2477,1.007,0.89,0.797,0.955,0.9778,0.0228,0.957,0.957,0.957,-0.0655,5,0.0,MotionFiLM,1
46,block5_slice07_phase02,0.5087,0.8554,0.3468,0.8339,0.9734,0.1395,0.1748,0.895,0.7202,0.9119,0.9828,0.0709,0.8246,0.991,0.1664,0.6783,0.9601,0.2818,0.5037,0.8148,0.3111,0.943,0.791,0.687,0.8908,0.9793,0.0885,0.979,0.969,0.959,-0.5738,520,0.2,MotionFiLM,2
47,block5_slice07_phase03,0.3456,0.7966,0.4511,0.7879,0.9375,0.1497,-0.1169,0.8024,0.9193,0.9026,0.9726,0.07,0.7028,0.9595,0.2566,0.6091,0.888,0.2789,0.2881,0.7106,0.4225,0.928,0.685,0.551,0.8292,0.9471,0.118,1.0,0.947,0.9,-0.9035,3590,1.37,MotionFiLM,3
48,block5_slice07_phase04,0.3015,0.7335,0.4319,0.7742,0.9032,0.129,-0.2622,0.5525,0.8147,0.8722,0.9372,0.065,0.672,0.934,0.262,0.5874,0.8267,0.2393,0.243,0.6101,0.3672,0.744,0.532,0.439,0.8097,0.9357,0.1261,0.997,0.934,0.879,-1.7587,4593,1.75,MotionFiLM,4
49,block5_slice07_phase05,0.3191,0.7689,0.4499,0.7808,0.9204,0.1396,-0.18,0.7628,0.9427,0.8938,0.9662,0.0724,0.6858,0.9462,0.2604,0.6002,0.8542,0.254,0.2589,0.6884,0.4295,0.902,0.655,0.525,0.8174,0.9396,0.1222,0.996,0.938,0.886,-1.4292,4060,1.55,MotionFiLM,5
50,block5_slice07_phase06,0.3829,0.8194,0.4365,0.7978,0.9516,0.1539,-0.0941,0.8171,0.9112,0.8979,0.9726,0.0747,0.7303,0.9709,0.2406,0.6214,0.9145,0.2931,0.3248,0.7372,0.4124,0.928,0.711,0.584,0.8473,0.9579,0.1106,1.016,0.966,0.919,-1.03,2924,1.12,MotionFiLM,6
51,block5_slice07_phase07,0.4935,0.8533,0.3599,0.8317,0.9708,0.1391,0.0092,0.8687,0.8595,0.8829,0.9741,0.0912,0.8261,0.9908,0.1647,0.6811,0.9582,0.2772,0.441,0.7987,0.3577,0.896,0.757,0.665,0.8891,0.9704,0.0813,0.954,0.948,0.943,-0.6571,830,0.32,MotionFiLM,7
52,block5_slice07_phase08,0.712,0.8849,0.1729,0.9118,0.9884,0.0766,0.7035,0.9817,0.2782,0.9633,0.9961,0.0328,0.935,0.997,0.0619,0.8215,0.9814,0.1599,0.7316,0.8978,0.1662,0.998,0.897,0.815,0.9366,0.9748,0.0382,0.952,0.951,0.951,-0.4111,19,0.01,MotionFiLM,8
53,block5_slice07_phase09,0.8349,0.8947,0.0598,0.9796,0.9932,0.0136,0.8091,0.9807,0.1716,0.9665,0.9937,0.0272,0.992,0.999,0.007,0.9683,0.9919,0.0236,0.7937,0.9289,0.1352,1.04,0.948,0.867,0.9813,0.9932,0.0119,0.989,0.988,0.986,-0.0217,3,0.0,MotionFiLM,9
54,block5_slice08_phase01,0.7348,0.881,0.1462,0.9327,0.9873,0.0546,0.3853,0.9354,0.55,0.8996,0.9841,0.0844,0.9654,0.9975,0.0321,0.8859,0.9825,0.0966,0.6231,0.8843,0.2612,1.018,0.892,0.793,0.9593,0.9878,0.0285,0.979,0.978,0.976,-0.1781,13,0.0,MotionFiLM,1
